Server1: CPU=32.90, Memory=67.06, Latency=79.48
Server1: CPU=28.49, Memory=19.05, Latency=34.26
Server2: CPU=62.71, Memory=31.58, Latency=8.71
Server3: CPU=94.50, Memory=2.50, Latency=38.46
Server1: CPU=68.90, Memory=79.01, Latency=11.75
Server2: CPU=41.45, Memory=42.31, Latency=76.95
Server3: CPU=51.32, Memory=65.41, Latency=15.19
Server1: CPU=13.60, Memory=36.44, Latency=68.12
Server2: CPU=70.27, Memory=2.22, Latency=20.74
Server3: CPU=36.25, Memory=87.48, Latency=62.00
Server1: CPU=72.92, Memory=47.79, Latency=84.61
Server2: CPU=54.88, Memory=81.48, Latency=36.58
Server3: CPU=59.10, Memory=73.33, Latency=68.68
Server1: CPU=12.97, Memory=38.93, Latency=92.90
Server2: CPU=68.21, Memory=65.28, Latency=75.72
Server3: CPU=89.01, Memory=22.89, Latency=91.80
Server1: CPU=16.42, Memory=5.38, Latency=88.25
Server2: CPU=89.62, Memory=71.34, Latency=53.55
Server3: CPU=86.13, Memory=58.07, Latency=55.62
Server1: CPU=17.00, Memory=38.14, Latency=57.43
Server2: CPU=18.94, Memory=31.63, Latency=23.00
Server3: CPU=0.98, Memory=94.02, Latency=14.82
Server1: CPU=44.43, Memory=48.02, Latency=88.11
Server2: CPU=19.60, Memory=66.13, Latency=8.82
Server3: CPU=14.02, Memory=97.55, Latency=69.37
Server1: CPU=68.43, Memory=6.83, Latency=64.00
Server2: CPU=15.16, Memory=85.75, Latency=1.15
Server3: CPU=72.97, Memory=47.73, Latency=26.71
Server1: CPU=49.77, Memory=25.33, Latency=59.13
Server2: CPU=45.75, Memory=49.22, Latency=53.63
Server3: CPU=45.64, Memory=38.88, Latency=0.28
Server1: CPU=49.63, Memory=25.84, Latency=52.93
Server2: CPU=72.24, Memory=26.40, Latency=57.61
Server3: CPU=51.09, Memory=58.44, Latency=36.05
Server1: CPU=86.66, Memory=2.31, Latency=7.88
Server2: CPU=96.15, Memory=82.59, Latency=83.83
Server3: CPU=92.33, Memory=13.06, Latency=70.42
Server1: CPU=60.23, Memory=22.15, Latency=29.07
Server2: CPU=45.14, Memory=29.60, Latency=54.84
Server3: CPU=61.36, Memory=64.66, Latency=8.55
Server1: CPU=50.17, Memory=45.84, Latency=52.81
Server2: CPU=60.85, Memory=13.29, Latency=46.27
Server3: CPU=8.01, Memory=61.75, Latency=32.70
Server1: CPU=40.27, Memory=5.60, Latency=29.78
Server2: CPU=64.15, Memory=47.62, Latency=2.12
Server3: CPU=51.00, Memory=33.29, Latency=23.56
Server1: CPU=98.66, Memory=66.60, Latency=30.00
Server2: CPU=99.83, Memory=96.55, Latency=94.54
Server3: CPU=45.72, Memory=19.78, Latency=84.09
Server1: CPU=7.90, Memory=61.17, Latency=80.30
Server2: CPU=25.29, Memory=98.33, Latency=26.60
Server3: CPU=62.83, Memory=83.06, Latency=11.91
Server1: CPU=89.19, Memory=8.82, Latency=98.37
Server2: CPU=56.13, Memory=12.79, Latency=70.31
Server3: CPU=63.99, Memory=42.01, Latency=4.41
Server1: CPU=50.14, Memory=7.67, Latency=7.49
Server2: CPU=76.67, Memory=56.24, Latency=83.57
Server3: CPU=12.46, Memory=72.46, Latency=56.79
Server1: CPU=9.82, Memory=77.31, Latency=80.26
Server2: CPU=34.22, Memory=70.62, Latency=76.34
Server3: CPU=24.53, Memory=32.23, Latency=53.34
Server1: CPU=95.68, Memory=77.18, Latency=46.25
Server2: CPU=99.10, Memory=40.83, Latency=31.75
Server3: CPU=80.46, Memory=60.53, Latency=75.90
Server1: CPU=38.37, Memory=82.47, Latency=29.17
Server2: CPU=55.57, Memory=1.30, Latency=48.70
Server3: CPU=86.92, Memory=68.62, Latency=71.29
Server1: CPU=52.26, Memory=30.07, Latency=98.13
Server2: CPU=48.91, Memory=83.48, Latency=12.62
Server3: CPU=17.35, Memory=51.45, Latency=8.25
Server1: CPU=56.17, Memory=82.67, Latency=86.52
Server2: CPU=43.76, Memory=77.97, Latency=55.55
Server3: CPU=17.80, Memory=22.79, Latency=95.48
Server1: CPU=83.68, Memory=5.29, Latency=68.14
Server2: CPU=76.38, Memory=98.49, Latency=51.21
Server3: CPU=26.59, Memory=16.20, Latency=40.70
Server1: CPU=85.52, Memory=18.67, Latency=42.19
Server2: CPU=8.66, Memory=80.16, Latency=44.40
Server3: CPU=61.75, Memory=35.21, Latency=90.37
Server1: CPU=48.32, Memory=96.59, Latency=38.05
Server2: CPU=82.74, Memory=87.37, Latency=69.44
Server3: CPU=55.55, Memory=24.79, Latency=64.43
Server1: CPU=39.33, Memory=75.99, Latency=79.19
Server2: CPU=86.96, Memory=13.48, Latency=90.96
Server3: CPU=66.34, Memory=85.52, Latency=99.19
Server1: CPU=55.96, Memory=34.02, Latency=80.11
Server2: CPU=97.39, Memory=20.75, Latency=99.66
Server3: CPU=13.53, Memory=81.07, Latency=99.82
Server1: CPU=61.43, Memory=15.16, Latency=12.75
Server2: CPU=43.88, Memory=81.57, Latency=5.62
Server3: CPU=45.35, Memory=83.65, Latency=37.61
Server1: CPU=90.20, Memory=55.40, Latency=52.77
Server2: CPU=16.36, Memory=94.60, Latency=39.83
Server3: CPU=16.26, Memory=74.26, Latency=67.19
Server1: CPU=37.94, Memory=65.09, Latency=80.07
Server2: CPU=75.55, Memory=54.64, Latency=12.31
Server3: CPU=57.55, Memory=11.27, Latency=35.37
Server1: CPU=80.84, Memory=87.57, Latency=40.90
Server2: CPU=58.77, Memory=47.89, Latency=37.10
Server3: CPU=21.31, Memory=22.63, Latency=55.77
Server1: CPU=18.34, Memory=31.22, Latency=86.44
Server2: CPU=46.61, Memory=45.64, Latency=57.91
Server3: CPU=99.41, Memory=29.23, Latency=50.08
Server1: CPU=17.72, Memory=86.77, Latency=40.63
Server2: CPU=31.85, Memory=82.05, Latency=89.14
Server3: CPU=21.54, Memory=79.28, Latency=27.01
Server1: CPU=49.67, Memory=85.70, Latency=60.05
Server2: CPU=23.79, Memory=22.22, Latency=26.17
Server3: CPU=94.62, Memory=39.69, Latency=29.93
Server1: CPU=68.10, Memory=55.23, Latency=24.98
Server2: CPU=37.97, Memory=47.28, Latency=94.46
Server3: CPU=19.55, Memory=17.09, Latency=66.56
Server1: CPU=96.88, Memory=25.28, Latency=65.23
Server2: CPU=57.84, Memory=64.20, Latency=54.79
Server3: CPU=23.02, Memory=56.76, Latency=90.17
Server1: CPU=85.40, Memory=66.45, Latency=78.83
Server2: CPU=54.63, Memory=18.23, Latency=84.75
Server3: CPU=71.56, Memory=68.02, Latency=66.97
Server1: CPU=54.77, Memory=4.92, Latency=27.35
Server2: CPU=77.79, Memory=4.68, Latency=54.67
Server3: CPU=2.54, Memory=12.99, Latency=19.12
Server1: CPU=26.92, Memory=58.11, Latency=14.19
Server2: CPU=75.47, Memory=70.79, Latency=29.34
Server3: CPU=98.07, Memory=16.99, Latency=26.46
Server1: CPU=14.25, Memory=27.30, Latency=61.84
Server2: CPU=59.96, Memory=13.31, Latency=42.58
Server3: CPU=19.62, Memory=43.38, Latency=47.14
Server1: CPU=37.86, Memory=36.59, Latency=49.18
Server2: CPU=9.27, Memory=9.90, Latency=19.41
Server3: CPU=40.95, Memory=65.71, Latency=16.27
Server1: CPU=93.15, Memory=59.05, Latency=96.09
Server2: CPU=30.82, Memory=34.34, Latency=19.68
Server3: CPU=82.04, Memory=94.95, Latency=81.76
Server1: CPU=70.61, Memory=50.91, Latency=5.83
Server2: CPU=52.24, Memory=7.46, Latency=30.24
Server3: CPU=94.14, Memory=43.48, Latency=49.91
Server1: CPU=75.84, Memory=68.08, Latency=45.17
Server2: CPU=22.91, Memory=27.89, Latency=18.64
Server3: CPU=79.99, Memory=6.97, Latency=49.74
Server1: CPU=42.73, Memory=60.75, Latency=30.97
Server2: CPU=40.12, Memory=81.32, Latency=81.54
Server3: CPU=24.09, Memory=64.27, Latency=8.49
Server1: CPU=5.41, Memory=22.11, Latency=54.89
Server2: CPU=71.81, Memory=62.96, Latency=3.19
Server3: CPU=61.23, Memory=15.71, Latency=17.38
Server1: CPU=36.18, Memory=5.18, Latency=29.25
Server2: CPU=96.43, Memory=60.28, Latency=36.99
Server3: CPU=46.92, Memory=39.36, Latency=79.45
Server1: CPU=70.02, Memory=97.22, Latency=57.80
Server2: CPU=47.00, Memory=13.75, Latency=37.33
Server3: CPU=63.58, Memory=36.04, Latency=17.64
Server1: CPU=34.20, Memory=73.61, Latency=40.49
Server2: CPU=84.26, Memory=52.72, Latency=62.16
Server3: CPU=27.50, Memory=9.74, Latency=89.42
Server1: CPU=94.31, Memory=67.25, Latency=61.77
Server2: CPU=46.94, Memory=40.74, Latency=98.90
Server3: CPU=11.18, Memory=78.76, Latency=43.91
Server1: CPU=52.38, Memory=91.65, Latency=46.17
Server2: CPU=78.07, Memory=35.10, Latency=74.02
Server3: CPU=20.56, Memory=21.66, Latency=9.87
Server1: CPU=6.49, Memory=32.44, Latency=39.73
Server2: CPU=35.48, Memory=90.28, Latency=16.09
Server3: CPU=55.88, Memory=15.32, Latency=31.23
Server1: CPU=23.45, Memory=78.63, Latency=0.89
Server2: CPU=32.38, Memory=84.31, Latency=35.62
Server3: CPU=26.70, Memory=69.95, Latency=71.08
Server1: CPU=60.26, Memory=11.23, Latency=25.50
Server2: CPU=85.94, Memory=70.33, Latency=44.53
Server3: CPU=31.12, Memory=25.83, Latency=75.67
Server1: CPU=97.10, Memory=20.97, Latency=96.34
Server2: CPU=53.01, Memory=27.24, Latency=72.65
Server3: CPU=39.45, Memory=29.93, Latency=34.16
Server1: CPU=64.82, Memory=12.18, Latency=27.23
Server2: CPU=2.91, Memory=73.72, Latency=3.00
Server3: CPU=19.03, Memory=13.73, Latency=80.66
Server1: CPU=1.49, Memory=83.43, Latency=43.26
Server2: CPU=64.75, Memory=42.65, Latency=33.13
Server3: CPU=67.95, Memory=11.00, Latency=32.04
Server1: CPU=34.80, Memory=90.96, Latency=72.34
Server2: CPU=20.48, Memory=49.01, Latency=53.24
Server3: CPU=86.16, Memory=37.59, Latency=48.27
Server1: CPU=56.35, Memory=60.70, Latency=12.51
Server2: CPU=99.64, Memory=20.50, Latency=14.92
Server3: CPU=7.01, Memory=30.87, Latency=24.42
Server1: CPU=76.34, Memory=61.25, Latency=33.70
Server2: CPU=25.48, Memory=16.09, Latency=5.86
Server3: CPU=96.95, Memory=38.28, Latency=27.46
Server1: CPU=25.04, Memory=3.05, Latency=57.93
Server2: CPU=34.99, Memory=65.29, Latency=66.57
Server3: CPU=49.91, Memory=54.89, Latency=71.45
Server1: CPU=40.94, Memory=93.09, Latency=14.19
Server2: CPU=97.99, Memory=70.49, Latency=54.36
Server3: CPU=76.15, Memory=86.95, Latency=18.88
Server1: CPU=93.85, Memory=12.50, Latency=25.98
Server2: CPU=62.19, Memory=48.40, Latency=9.15
Server3: CPU=0.25, Memory=95.13, Latency=17.31
Server1: CPU=91.41, Memory=29.92, Latency=62.25
Server2: CPU=79.56, Memory=7.35, Latency=41.36
Server3: CPU=92.54, Memory=4.12, Latency=13.08
Server1: CPU=54.86, Memory=85.42, Latency=76.63
Server2: CPU=62.97, Memory=83.89, Latency=68.82
Server3: CPU=54.14, Memory=19.11, Latency=32.09
Server1: CPU=26.03, Memory=77.64, Latency=59.76
Server2: CPU=42.63, Memory=66.99, Latency=16.96
Server3: CPU=84.09, Memory=1.82, Latency=1.73
Server1: CPU=96.35, Memory=82.18, Latency=23.82
Server2: CPU=58.98, Memory=50.85, Latency=63.22
Server3: CPU=46.56, Memory=81.39, Latency=93.13
Server1: CPU=12.47, Memory=50.33, Latency=20.22
Server2: CPU=28.45, Memory=78.04, Latency=69.93
Server3: CPU=47.12, Memory=41.51, Latency=72.31
Server1: CPU=8.98, Memory=98.13, Latency=93.02
Server2: CPU=9.46, Memory=80.57, Latency=66.21
Server3: CPU=6.14, Memory=90.75, Latency=92.34
Server1: CPU=62.43, Memory=93.44, Latency=92.13
Server2: CPU=66.13, Memory=73.06, Latency=73.31
Server3: CPU=4.90, Memory=32.23, Latency=50.14
Server1: CPU=51.79, Memory=29.54, Latency=66.83
Server2: CPU=86.61, Memory=0.14, Latency=25.30
Server3: CPU=47.15, Memory=43.08, Latency=41.79
Server1: CPU=73.63, Memory=83.63, Latency=13.76
Server2: CPU=73.14, Memory=22.24, Latency=50.97
Server3: CPU=40.92, Memory=81.68, Latency=38.40
Server1: CPU=61.59, Memory=11.81, Latency=90.78
Server2: CPU=54.07, Memory=79.69, Latency=5.72
Server3: CPU=69.51, Memory=4.33, Latency=45.94
Server1: CPU=11.36, Memory=74.03, Latency=63.00
Server2: CPU=20.83, Memory=40.36, Latency=57.05
Server3: CPU=9.12, Memory=2.05, Latency=58.52
Server1: CPU=75.01, Memory=94.66, Latency=21.50
Server2: CPU=50.09, Memory=60.03, Latency=80.17
Server3: CPU=24.15, Memory=49.56, Latency=96.78
Server1: CPU=29.86, Memory=1.94, Latency=92.41
Server2: CPU=23.56, Memory=73.83, Latency=53.71
Server3: CPU=15.14, Memory=74.49, Latency=51.65
Server1: CPU=44.52, Memory=73.46, Latency=85.51
Server2: CPU=24.39, Memory=90.13, Latency=15.48
Server3: CPU=19.89, Memory=89.80, Latency=53.24
Server1: CPU=46.67, Memory=27.42, Latency=60.08
Server2: CPU=94.01, Memory=70.18, Latency=52.70
Server3: CPU=85.77, Memory=20.53, Latency=74.44
Server1: CPU=38.01, Memory=87.10, Latency=66.34
Server2: CPU=31.87, Memory=24.07, Latency=84.38
Server3: CPU=81.56, Memory=66.48, Latency=37.94
Server1: CPU=2.82, Memory=61.85, Latency=46.57
Server2: CPU=71.66, Memory=64.07, Latency=54.89
Server3: CPU=59.20, Memory=97.35, Latency=66.54
Server1: CPU=78.28, Memory=27.14, Latency=34.92
Server2: CPU=99.78, Memory=54.43, Latency=36.46
Server3: CPU=87.24, Memory=34.32, Latency=18.37
Server1: CPU=52.64, Memory=84.00, Latency=77.64
Server2: CPU=82.27, Memory=17.04, Latency=30.59
Server3: CPU=89.57, Memory=47.27, Latency=31.55
Server1: CPU=40.91, Memory=5.65, Latency=37.28
Server2: CPU=59.27, Memory=44.38, Latency=26.09
Server3: CPU=92.28, Memory=91.64, Latency=96.33
Server1: CPU=89.41, Memory=99.20, Latency=58.20
Server2: CPU=88.37, Memory=65.07, Latency=57.45
Server3: CPU=84.55, Memory=50.68, Latency=67.16
Server1: CPU=73.01, Memory=35.70, Latency=61.80
Server2: CPU=12.84, Memory=50.17, Latency=17.75
Server3: CPU=32.95, Memory=23.06, Latency=3.27
Server1: CPU=48.84, Memory=13.98, Latency=90.89
Server2: CPU=41.98, Memory=51.98, Latency=75.73
Server3: CPU=23.16, Memory=93.31, Latency=67.05
Server1: CPU=59.68, Memory=94.90, Latency=11.03
Server2: CPU=26.89, Memory=50.04, Latency=42.86
Server3: CPU=88.95, Memory=93.31, Latency=15.51
Server1: CPU=64.30, Memory=38.30, Latency=2.93
Server2: CPU=88.49, Memory=80.31, Latency=11.53
Server3: CPU=29.84, Memory=98.17, Latency=69.19
Server1: CPU=54.86, Memory=32.23, Latency=50.15
Server2: CPU=74.63, Memory=50.06, Latency=13.72
Server3: CPU=50.68, Memory=45.97, Latency=62.58
Server1: CPU=96.45, Memory=5.83, Latency=73.27
Server2: CPU=47.21, Memory=72.69, Latency=87.53
Server3: CPU=38.70, Memory=75.38, Latency=74.50
Server1: CPU=47.14, Memory=17.60, Latency=38.88
Server2: CPU=76.73, Memory=74.78, Latency=27.43
Server3: CPU=53.35, Memory=27.95, Latency=47.90
Server1: CPU=40.83, Memory=32.26, Latency=85.56
Server2: CPU=86.19, Memory=50.48, Latency=27.03
Server3: CPU=17.08, Memory=31.47, Latency=97.40
Server1: CPU=31.91, Memory=17.66, Latency=1.30
Server2: CPU=52.07, Memory=34.14, Latency=85.44
Server3: CPU=22.39, Memory=68.11, Latency=48.82
Server1: CPU=91.14, Memory=36.59, Latency=12.12
Server2: CPU=15.91, Memory=75.82, Latency=85.94
Server3: CPU=9.94, Memory=52.22, Latency=11.77
Server1: CPU=25.59, Memory=39.69, Latency=45.41
Server2: CPU=65.48, Memory=84.16, Latency=44.82
Server3: CPU=48.67, Memory=8.65, Latency=89.08
Server1: CPU=36.83, Memory=85.04, Latency=33.63
Server2: CPU=1.72, Memory=6.45, Latency=98.54
Server3: CPU=42.92, Memory=61.36, Latency=64.48
Server1: CPU=95.53, Memory=98.91, Latency=20.32
Server2: CPU=89.39, Memory=4.35, Latency=39.78
Server3: CPU=63.55, Memory=66.93, Latency=43.65
Server1: CPU=89.89, Memory=44.92, Latency=69.39
Server2: CPU=30.90, Memory=19.41, Latency=40.04
Server3: CPU=36.62, Memory=80.93, Latency=36.38
Server1: CPU=10.62, Memory=89.29, Latency=41.91
Server2: CPU=26.96, Memory=99.02, Latency=25.90
Server3: CPU=90.66, Memory=94.54, Latency=23.37
Server1: CPU=29.49, Memory=62.93, Latency=87.15
Server2: CPU=23.11, Memory=37.29, Latency=25.37
Server3: CPU=43.58, Memory=13.28, Latency=7.24
Server1: CPU=5.29, Memory=33.87, Latency=41.18
Server2: CPU=49.00, Memory=82.24, Latency=17.01
Server3: CPU=3.93, Memory=73.76, Latency=10.86
Server1: CPU=90.03, Memory=77.25, Latency=57.28
Server2: CPU=88.39, Memory=56.30, Latency=26.21
Server3: CPU=3.49, Memory=2.35, Latency=98.26
Server1: CPU=17.67, Memory=42.29, Latency=93.65
Server2: CPU=99.87, Memory=30.18, Latency=94.47
Server3: CPU=49.04, Memory=27.61, Latency=62.38
Server1: CPU=89.07, Memory=92.85, Latency=45.22
Server2: CPU=73.59, Memory=24.09, Latency=82.50
Server3: CPU=6.95, Memory=51.42, Latency=20.29
Server1: CPU=25.02, Memory=47.24, Latency=90.38
Server2: CPU=29.26, Memory=22.26, Latency=60.05
Server3: CPU=82.67, Memory=22.44, Latency=21.66
Server1: CPU=40.45, Memory=67.87, Latency=5.24
Server2: CPU=96.06, Memory=43.19, Latency=61.76
Server3: CPU=72.06, Memory=1.45, Latency=98.06
Server1: CPU=85.98, Memory=42.15, Latency=64.56
Server2: CPU=10.30, Memory=50.33, Latency=93.62
Server3: CPU=33.61, Memory=65.91, Latency=97.16
Server1: CPU=43.51, Memory=85.15, Latency=56.23
Server2: CPU=3.46, Memory=5.83, Latency=17.16
Server3: CPU=33.96, Memory=50.41, Latency=95.63
Server4: CPU=74.77, Memory=13.57, Latency=12.41
Server1: CPU=37.86, Memory=48.39, Latency=33.38
Server2: CPU=87.99, Memory=82.29, Latency=56.33
Server3: CPU=3.17, Memory=93.67, Latency=22.18
Server1: CPU=73.79, Memory=72.04, Latency=68.30
Server2: CPU=63.73, Memory=98.68, Latency=64.09
Server3: CPU=90.34, Memory=95.68, Latency=50.67
Server4: CPU=46.37, Memory=93.46, Latency=64.04
Server1: CPU=84.77, Memory=13.05, Latency=76.75
Server2: CPU=65.67, Memory=62.84, Latency=92.37
Server3: CPU=45.09, Memory=36.17, Latency=67.80
Server1: CPU=9.05, Memory=82.53, Latency=22.46
Server2: CPU=63.42, Memory=63.77, Latency=56.83
Server3: CPU=98.69, Memory=0.16, Latency=23.28
Server4: CPU=76.97, Memory=5.04, Latency=42.29
Server1: CPU=50.21, Memory=77.06, Latency=63.42
Server2: CPU=44.84, Memory=39.93, Latency=79.75
Server3: CPU=51.67, Memory=40.26, Latency=73.22
Server1: CPU=0.43, Memory=98.04, Latency=4.20
Server2: CPU=38.23, Memory=89.12, Latency=91.88
Server3: CPU=57.30, Memory=23.07, Latency=71.64
Server4: CPU=92.90, Memory=25.75, Latency=30.98
Server1: CPU=43.41, Memory=61.56, Latency=27.09
Server2: CPU=24.25, Memory=90.01, Latency=26.10
Server3: CPU=69.77, Memory=60.19, Latency=57.01
Server1: CPU=47.87, Memory=55.12, Latency=42.49
Server2: CPU=68.29, Memory=46.06, Latency=48.48
Server3: CPU=75.02, Memory=96.76, Latency=95.39
Server4: CPU=42.71, Memory=71.26, Latency=24.44
Server1: CPU=15.56, Memory=71.67, Latency=42.51
Server2: CPU=89.83, Memory=30.48, Latency=44.05
Server3: CPU=60.58, Memory=9.59, Latency=86.62
Server1: CPU=58.30, Memory=66.51, Latency=78.99
Server2: CPU=85.13, Memory=28.68, Latency=76.13
Server3: CPU=0.89, Memory=0.16, Latency=99.11
Server4: CPU=15.08, Memory=66.46, Latency=27.24
Server1: CPU=46.62, Memory=1.37, Latency=12.82
Server2: CPU=29.70, Memory=79.81, Latency=81.89
Server3: CPU=12.18, Memory=28.75, Latency=18.33
Server1: CPU=20.76, Memory=5.25, Latency=13.17
Server2: CPU=99.73, Memory=31.98, Latency=77.62
Server3: CPU=28.46, Memory=96.92, Latency=46.86
Server4: CPU=91.95, Memory=42.04, Latency=45.60
Server1: CPU=7.14, Memory=31.15, Latency=70.96
Server2: CPU=74.78, Memory=79.21, Latency=78.08
Server3: CPU=1.82, Memory=5.35, Latency=91.52
Server1: CPU=55.91, Memory=28.54, Latency=31.94
Server2: CPU=7.91, Memory=79.94, Latency=83.20
Server3: CPU=31.52, Memory=62.66, Latency=26.26
Server4: CPU=37.50, Memory=48.31, Latency=99.75
Server1: CPU=5.89, Memory=7.80, Latency=89.29
Server2: CPU=78.44, Memory=43.80, Latency=5.73
Server3: CPU=27.25, Memory=29.84, Latency=1.49
Server1: CPU=37.83, Memory=48.60, Latency=75.36
Server2: CPU=49.00, Memory=72.94, Latency=2.64
Server3: CPU=46.57, Memory=87.81, Latency=63.72
Server4: CPU=5.40, Memory=78.42, Latency=49.41
Server1: CPU=30.44, Memory=26.64, Latency=82.82
Server2: CPU=46.13, Memory=88.86, Latency=41.60
Server3: CPU=48.11, Memory=30.54, Latency=31.96
Server1: CPU=60.56, Memory=51.31, Latency=27.67
Server2: CPU=55.62, Memory=58.64, Latency=14.86
Server3: CPU=40.31, Memory=52.09, Latency=16.00
Server4: CPU=87.00, Memory=91.81, Latency=81.79
Server1: CPU=44.25, Memory=76.32, Latency=63.19
Server2: CPU=74.22, Memory=18.56, Latency=24.35
Server3: CPU=1.44, Memory=1.50, Latency=57.40
Server1: CPU=57.90, Memory=25.05, Latency=14.38
Server2: CPU=91.34, Memory=22.46, Latency=28.73
Server3: CPU=29.96, Memory=41.03, Latency=61.91
Server4: CPU=94.64, Memory=12.69, Latency=80.63
Server1: CPU=75.84, Memory=50.09, Latency=95.85
Server2: CPU=97.40, Memory=55.75, Latency=72.76
Server3: CPU=49.20, Memory=70.88, Latency=73.85
Server1: CPU=33.65, Memory=10.85, Latency=85.75
Server2: CPU=74.48, Memory=85.24, Latency=65.50
Server3: CPU=61.28, Memory=96.54, Latency=47.84
Server4: CPU=70.18, Memory=27.23, Latency=38.22
Server1: CPU=20.50, Memory=98.99, Latency=1.35
Server2: CPU=59.89, Memory=44.61, Latency=3.39
Server3: CPU=26.58, Memory=9.75, Latency=78.05
Server1: CPU=61.31, Memory=7.56, Latency=48.36
Server2: CPU=95.77, Memory=19.61, Latency=45.58
Server3: CPU=42.60, Memory=18.56, Latency=17.59
Server4: CPU=8.44, Memory=97.51, Latency=85.98
Server1: CPU=16.27, Memory=87.87, Latency=95.28
Server2: CPU=31.86, Memory=48.21, Latency=90.37
Server3: CPU=14.74, Memory=90.88, Latency=45.47
Server1: CPU=80.02, Memory=11.71, Latency=63.63
Server2: CPU=99.65, Memory=41.30, Latency=50.90
Server3: CPU=93.92, Memory=57.27, Latency=58.53
Server4: CPU=93.49, Memory=67.01, Latency=56.12
Server1: CPU=14.77, Memory=60.77, Latency=20.43
Server2: CPU=63.83, Memory=97.55, Latency=14.29
Server3: CPU=69.91, Memory=88.56, Latency=61.28
Server1: CPU=15.21, Memory=92.27, Latency=93.66
Server2: CPU=37.11, Memory=51.82, Latency=74.25
Server3: CPU=62.73, Memory=99.57, Latency=53.00
Server4: CPU=31.83, Memory=30.17, Latency=96.64
Server1: CPU=37.63, Memory=28.03, Latency=12.88
Server2: CPU=24.76, Memory=85.07, Latency=68.74
Server3: CPU=53.51, Memory=83.45, Latency=50.34
Server1: CPU=36.28, Memory=12.89, Latency=75.93
Server2: CPU=89.17, Memory=27.78, Latency=29.99
Server3: CPU=31.06, Memory=2.47, Latency=1.92
Server4: CPU=1.24, Memory=10.11, Latency=57.85
Server1: CPU=1.62, Memory=18.12, Latency=27.04
Server2: CPU=96.46, Memory=12.42, Latency=41.63
Server3: CPU=55.19, Memory=87.54, Latency=36.85
Server1: CPU=85.46, Memory=15.21, Latency=50.13
Server2: CPU=13.57, Memory=25.85, Latency=38.85
Server3: CPU=21.74, Memory=86.76, Latency=55.41
Server4: CPU=81.94, Memory=17.02, Latency=35.97
Server1: CPU=50.56, Memory=15.84, Latency=86.13
Server2: CPU=9.50, Memory=28.06, Latency=61.23
Server3: CPU=51.99, Memory=65.64, Latency=24.47
Server1: CPU=40.89, Memory=78.52, Latency=15.01
Server2: CPU=44.32, Memory=18.48, Latency=97.55
Server3: CPU=74.54, Memory=87.89, Latency=59.52
Server1: CPU=1.58, Memory=89.38, Latency=87.29
Server2: CPU=97.62, Memory=91.14, Latency=52.02
Server3: CPU=50.87, Memory=13.93, Latency=51.13
Server4: CPU=50.01, Memory=40.28, Latency=41.40
Server1: CPU=18.90, Memory=3.34, Latency=81.95
Server2: CPU=86.34, Memory=97.95, Latency=10.17
Server3: CPU=45.33, Memory=19.58, Latency=66.33
Server1: CPU=6.18, Memory=3.87, Latency=27.00
Server2: CPU=26.04, Memory=56.43, Latency=31.61
Server3: CPU=24.82, Memory=41.04, Latency=41.20
Server1: CPU=78.13, Memory=39.15, Latency=15.11
Server2: CPU=67.62, Memory=7.73, Latency=20.99
Server3: CPU=68.25, Memory=37.56, Latency=84.83
Server4: CPU=18.16, Memory=80.32, Latency=28.53
Server1: CPU=37.03, Memory=53.74, Latency=84.19
Server2: CPU=99.64, Memory=29.51, Latency=67.13
Server3: CPU=7.01, Memory=17.20, Latency=40.19
Server1: CPU=58.00, Memory=77.96, Latency=5.71
Server2: CPU=33.72, Memory=36.31, Latency=43.51
Server3: CPU=69.14, Memory=94.10, Latency=22.23
Server1: CPU=57.17, Memory=94.75, Latency=90.81
Server2: CPU=58.38, Memory=39.68, Latency=46.95
Server3: CPU=21.26, Memory=94.24, Latency=37.69
Server4: CPU=82.39, Memory=93.67, Latency=77.17
Server1: CPU=44.28, Memory=69.05, Latency=88.76
Server2: CPU=38.20, Memory=83.06, Latency=71.94
Server3: CPU=66.03, Memory=91.72, Latency=98.98
Server1: CPU=75.81, Memory=61.08, Latency=77.76
Server2: CPU=43.81, Memory=51.56, Latency=54.01
Server3: CPU=63.36, Memory=91.81, Latency=36.78
Server1: CPU=75.78, Memory=84.92, Latency=72.10
Server2: CPU=93.64, Memory=59.47, Latency=57.62
Server3: CPU=58.16, Memory=27.37, Latency=36.19
Server4: CPU=99.52, Memory=12.17, Latency=97.25
Server1: CPU=21.89, Memory=18.67, Latency=41.95
Server2: CPU=28.71, Memory=40.36, Latency=89.05
Server3: CPU=91.84, Memory=39.88, Latency=80.36
Server1: CPU=98.25, Memory=55.14, Latency=28.92
Server2: CPU=90.27, Memory=83.56, Latency=65.62
Server3: CPU=29.31, Memory=72.36, Latency=86.45
Server1: CPU=98.17, Memory=29.64, Latency=50.60
Server2: CPU=45.42, Memory=84.61, Latency=71.71
Server3: CPU=50.94, Memory=16.71, Latency=29.57
Server4: CPU=85.97, Memory=50.97, Latency=58.79
Server1: CPU=93.83, Memory=97.04, Latency=26.99
Server2: CPU=42.11, Memory=97.24, Latency=33.72
Server3: CPU=51.10, Memory=48.37, Latency=82.17
Server1: CPU=7.57, Memory=68.12, Latency=5.37
Server2: CPU=69.67, Memory=82.12, Latency=12.72
Server3: CPU=62.46, Memory=35.40, Latency=40.79
